think, Lord!	чем думаешь, Повелитель!
Right, now you're in the mood, it's	Ну, раз ты в настроении, пора
time for the main event.	за главное событие.
You have two minutes to make me a	У тебя две минуты, чтобы сделать мне
Majin and an Ash Lady.	Мазина и Пепельную леди.
Ready...	На старт...
Steady...	Внимание...
...What is this, My Lord? Some sort of	...Это что, Повелитель? Какая-то
joke? It's not very funny...'	шутка? Совсем не смешно...'
Of course it would spawn a Talos!	Конечно же родит Талоса!
Well, now I am worried...	Ну, теперь я правда волнуюсь...
A good working knowledge of Monstrology	Рабочие знания Монстрологии —
is the foundation of efficient dungeon	фундамент толкового
management.	управления данжем.
You must do some emergency studying,	Срочно учись,
Lord, or we'll all be in trouble.'	Повелитель, иначе нам всем крышка.'
Right, let's start with a lecture on'	Так, начнём с лекции про'
runes and the monsters they spawn. Open	руны и тварей, которых они плодят. Открой
your runeology textbooks...	учебники по рунологии...
Shall we begin?	Начнём?
Very well. Now, runes spawn different	Отлично. Итак, руны плодят разных
monsters depending on the dungeon	монстров в зависимости от того,
stratum they occupy.	на каком слое данжа сидят.
Runes in the first stratum spawn	Руны на первом слое плодят
Demons, and runes in the second stratum	Демонов, а руны на втором слое
spawn Golems.	плодят Големов.
Runes in the third stratum spawn Ladies.	Руны на третьем слое плодят Леди.
And runes in the fourth stratum spawn	А руны на четвёртом слое плодят
Demons, Golems or Ladies, depending on	Демонов, Големов или Леди — смотря
how much time has passed.	сколько времени прошло.
So, to summarize, runes summon	Итак, коротко: руны призывают
different monsters depending on how	разных монстров в зависимости от
deep they are in the dungeon.	глубины в данже.
But they also summon different monsters	Но ещё они призывают разных тварей
depending on the amount of nutrients	в зависимости от того, сколько пищи
or mana they have absorbed.	или маны впитали.
Runes that have absorbed 30 or more	Руны, что впитали 30 и больше
nutrients or mana reach Level 2,	пищи или маны, выходят на Уровень 2
and spawn stronger monsters.	и плодят более сильных монстров.
Now, let's introduce you to some of the'	А теперь познакомлю тебя с теми'
monsters that can be summoned.	тварями, которых можно призвать.
First of all, there are the Demons of	Для начала — Демоны
the first stratum:	первого слоя:
A Level 1 rune here will spawn a	Руна 1 уровня тут родит
Wookiemon, while a Level 2 rune will	Вукимона, а руна 2 уровня —
spawn an Idle Wookiemon.	Ленивого вукимона.
A Level 1 mana rune will spawn a	Мана-руна 1 уровня родит
Diabro, and a Level 2 mana rune will	Диабро, а мана-руна 2 уровня —
spawn a Brahzuzu.	Браззузу.
Next, there are the Golems of the	Дальше — Големы
second stratum:	второго слоя:
A Level 1 rune here will spawn a Golem,	Руна 1 уровня тут родит Голема,
while a Level 2 rune will spawn a Blob.	а руна 2 уровня — Блоба.
A Level 1 mana rune will spawn a Talos,	Мана-руна 1 уровня родит Талоса,
and a Level 2 mana rune will spawn a	а мана-руна 2 уровня —
Majin.	Мазина.
And last, but by no means least, the	И последнее, но не по значению —
lovely Ladies of the third stratum:	милые Леди третьего слоя:
A Level 1 rune here will spawn an Ash	Руна 1 уровня тут родит Пепельную
Lady, while a Level 2 rune will spawn a	леди, а руна 2 уровня —
Scary Lady.	Страшную леди.
Phantom Lady, and a Level 2 mana rune	Призрак-леди, а мана-руна 2 уровня
will spawn a Crystal Lady.	родит Кристальную леди.
And there you have it: the twelve	Вот и все: двенадцать
basic species that can be summoned	базовых видов, которых можно
from runes.	призвать из рун.
Hmm. Too many monsters to get your head	Хм. Слишком много тварей, чтоб
around, eh? I understand.	уложить в голову, а? Понимаю.
We can't expect you to remember them'	Нельзя ждать, что ты запомнишь их'
all after hearing their names just the	всех, услышав имена всего
once.	раз.
But that's why you've been taking	Но на то ты и вёл
careful notes. You did write all that	аккуратные записи. Ты же всё это
down, didn't you?'	записал, да?'
You'll need to refer to them if you're	Они тебе понадобятся, если хочешь
going to pass my little test.	сдать мой маленький тест.
If there was time, I'd talk a little'	Будь время, я бы ещё чуть'
about the different effects of the	рассказал про разные эффекты
various runeborn monsters.	разных рунных тварей.
But we're running late, so you'll	Но мы опаздываем, так что сам
have to find out for yourself.	разберёшься.
Now, shall we begin?	Ну что, начнём?
Make a Majin and an Ash Lady!	Сделай Мазина и Пепельную леди!
Ah, it's you, My Lord.'	А, это ты, Повелитель.'
Perfect timing!	Как раз вовремя!
I have need of your inestimable powers.	Мне нужны твои бесценные силы.
I'm in a terrible pickle, you see.'	Я в жуткой переделке, видишь ли.'
I've been running a little bar for a'	Я уже как-то веду маленький бар,'
while now, which I staffed with lovely	а персонал набрал из милых
Liliths.	лилит.
There was a gap in the market for a	На рынке была дыра: красивый бар
beautiful bar with beautiful barmaids,	с красивыми официантками,
and I filled it beautifully.	и я её красиво закрыл.
And things were going so well, I	Дела шли так хорошо, что я
decided to up my game and open a sister	решил замахнуться на филиал
branch staffed with lovely Ladies.	с милыми Леди.
Things were going swimmingly, and today	Всё плыло как по маслу, сегодня
was supposed to be the grand opening,	должно было быть торжественное
but...	открытие, но...
But... Oh, what a catastrophe!	Но... О, какая катастрофа!
While I was busy arranging everything,	Пока я суетился с организацией,
the different species of Lady all	разные виды Леди все
started bickering...	переругались...
And when I went there to open up,	А когда я пришёл открывать,
they'd all gone off in a huff!'	они все дулись и свалили!'
All the lovely Ladies I spent so much	Все милые Леди, на чей набор я
lovely money recruiting had run away!	потратил кучу милых денег, сбежали!
I was so caught up in organizing things	Я так увлёкся организацией,
that I forgot all runeborn beasts	что забыл: все рунные твари
despise each other. What a fool!	друг друга терпеть не могут. Дурак!
And now there's only just over a minute'	А до торжественного открытия осталась'
left until the grand opening...	чуть больше минуты...
I can't open a beautiful bar without'	Не откроешь красивый бар без'
beautiful barmaids - I'll be ruined!'	красивых официанток — я разорён!'
All I've got to offer is Dragon-baked'	Всё, что у меня есть — пицца на'
pizza, and who wants that served to	драконьем жару, и кому она нужна
them by an ugly old Overlord?	из рук уродливого старого Повелителя?
Please, Lord, I'm desperate! You're the	Прошу, Повелитель, я в отчаянии! Ты
only God of Destruction I can turn to!	единственный Бог Разрушения, к кому идти!
You have to get out there and recruit	Тебе надо выйти и набрать
some classy Lady barmaids for me!	мне стильных Леди-официанток!
And by classy, I mean Ladies born from	А стильных — это Леди с рун
Level 2 runes, not those basic runeborn	2 уровня, не тот базовый рунный
riff-raff, understand?	сброд, понял?
My bar will go bust without your help.	Без тебя мой бар разорится.
Come on, I'm counting on you!'	Давай, я на тебя рассчитываю!'
Make 3 Scary Ladies and 2 Crystal Ladies!	Сделай 3 Страшных леди и 2 Кристальных леди!
It's a little out of the blue, My Lord,'	Это как снег на голову, Повелитель,'
I know, but how much do you know about	знаю, но что ты знаешь про
unique monster species?	уникальные виды монстров?
They're species that are spawned only'	Это виды, что плодятся только'
under certain very specific conditions.	при очень конкретных условиях.
The Dvagon I had you make recently,	Двагон, которого ты недавно сделал, —
that was a good example of a unique	хороший пример уникального
species.	вида.
Today I'd like you to make me a unique'	Сегодня хочу, чтоб ты сделал мне уникальный'
species of Slimemoss - the Slimederella	вид слизьмоха — Слизереллу-
Moss.	мох.
From what I hear, they're spawned from'	По слухам, они рождаются из'
Slimeblossoms that have absorbed 8 or	Слизьцветов, что впитали 8 или
more mana.	больше маны.
Now, take a look at the dungeon...	А теперь глянь на данж...
Look at that - you've got some Fungus'	Смотри-ка — у тебя Гриб'
and some Magic Fungus growing in a	и Магический гриб растут в
perfect spot right there.	идеальном месте вот тут.
Why don't you use them to tweak the'	Что не юзануть их, чтоб подкрутить'
nutrient and mana levels and make me a	уровни пищи и маны и сделать мне
nice Slimederella Moss?	славную Слизереллу-мох?
Go on, get going!	Давай, пошёл!
Make a Slimederella Moss!	Сделай Слизереллу-мох!
Good news, My Lord!	Добрые вести, Повелитель!
I've just had word from the Underworld'	Мне только что стукнули из Разведки'
Intelligence Agency that a new unique	Подземелья: открыт новый уникальный
species has been discovered.	вид.
Apparently, if you dig up some soil	Якобы если выкопать почву,
that has absorbed 16 nutrients and 16	что впитала 16 пищи и 16
mana, it makes something amazing!	маны, выходит нечто чудесное!
What in the Underworld could it be? I'm'	Чтоб его Подземельем, что это? Я'
absolutely dying to find out!	просто умираю от любопытства!
And it seems that different	И, кажется, разные
combinations of nutrients and mana will	сочетания пищи и маны дают
produce different unique species.	разные уникальные виды.
But I'm getting ahead of myself. This'	Но я забегаю вперёд. На этот'
time, try and make the 16 nutrient and	раз попробуй сделать того гада с 16 пищи и
mana monster we were told about.	маны, про которого сказали.
Okay, most esteemed God of	Ладно, многоуважаемый Бог
Destruction, get out there and do your	Разрушения, выметайся и делай своё
dungeon-digging thing!	копательное дело!
Well? What are you doing just sitting	Ну? Чего сидишь с открытым
there with your mouth open like some	ртом, как какой-то
kind of imbecile?	идиот?
Get digging! Make some soil with 16	Копай! Сделай почву с 16
nutrients and 16 mana and dig it up!	пищи и 16 маны и выкопай её!
Come on! Chop chop!	Давай! Живо-живо!
Make the unique monster!	Сделай уникального монстра!
My Lord! My Lord! Look at this, My Lord!	Повелитель! Повелитель! Глянь-ка сюда!
The article at the bottom on the right!	Статья внизу справа!
Yes, that one!	Да, вот эта!
"WANTED: Herculomnom, Hellish Hooligan"	"РОЗЫСК: Геркуломном, адский хулиган"
of the insect world.""	насекомого мира.""
"A reward of 2,000,000 dullors is"	"Награда 2 000 000 далларов тому,"
offered to whosoever can capture	кто сумеет изловить
this monstrous menace.""	эту чудовищную напасть.""
Not bad, eh? What do you think?	Неплохо, а? Ну как?
2 million big ones if we can hand over	Два ляма, если сдадим
a Herculomnom. Easy pickings!	Геркуломнома. Лёгкие деньги!
It's not every day a license to print'	Не каждый день печатный станок'
money lands in your lap! Ahh, I've'	бабла сам падает в руки! Ах, мне'
got the luck of the devil!	чёртово везение!
You'll help, of course, Lord?'	Поможешь, конечно, Повелитель?'
But of course you will! Excellent!	Ну конечно поможешь! Отлично!
Wh-What!?	Ч-что!?
Please, Lord! Don't say such dreadful'	Прошу, Повелитель! Не говори таких жутких'
things!	вещей!
We've been through so much together.'	Мы столько вместе прошли.'
You can't start saying "no" to my'	Нельзя сейчас говорить «нет» на мои'
perfectly reasonable requests now!	совершенно разумные просьбы!
Now, to the business at hand.	А теперь к делу.
The Herculomnom...	Геркуломном...
If I'm not much mistaken - which I'	Если я не ошибаюсь — а я'
never am - it's a unique species of'	никогда не ошибаюсь — это уникальный вид'
Omnom.	Омнома.
My memory is a little patchy, but my	Память дырявая, но мой
predecessor once said something that	предшественник как-то сказал штуку
went a little like this...	примерно такую...
"Omnom Flies that absorb lots of mana"	"Мухи-омном, что впитали кучу маны,"
give birth to Omnoms of a very	рожают омномов очень
interesting hue...""	занятного оттенка...""
Don't ask me why, but my seventh sense'	Не спрашивай почему, но моё седьмое чувство'
tells me that he must have been talking	твердит: он говорил
about Herculomnoms.	про геркуломномов.
Well, there's only one way to find out'	Ну, один способ узнать'
- you'll have to make an Omnom Fly'	— тебе надо заставить Муху-омнома'
absorb a lot of mana.	впитать кучу маны.
The quickest way to do that will be to	Быстрее всего это выйдет, если
have your Omnom Flies defeat heroes.	твои Мухи-омном побьют героев.
Insects suck up all the nutrients and	Насекомые высасывают всю пищу и
mana left behind when heroes are	ману, что остаётся, когда героев
defeated, you see.	побеждают, понимаешь.
So you'll need to dig a dungeon that'	Так что тебе надо выкопать данж,'
lends itself to Omnom-Fly-based	удобный для мушино-омномовского
hero-bashing.	мордобоя героев.
If you don't think your Omnom Flies can'	Если не веришь, что Мухи-омном'
do it on their own, you might want to	справятся сами, можно
use other monsters to help.	подключить других гадов в помощь.
But you'll have to leave the last'	Но последний удар надо'
strike for your Omnom Flies, otherwise	оставить Мухам-омном, иначе
it won't work.'	не сработает.'
Got it? Great, get to it!	Понял? Отлично, за дело!
Make a Herculomnom!	Сделай Геркуломнома!
I'm sure there are times when you want'	Уверен, бывают моменты, когда хочешь'
to concentrate nutrients and mana in	собрать пищу и ману в
one specific spot, Lord.	одном конкретном месте, Повелитель.
You can do this by mercilessly culling	Это делается безжалостным прореживанием
your creatures when they pass close to	тварей, когда они проходят близко к
the spot in question.	нужной точке.
When they expire, the mana and	Когда они подыхают, мана и
nutrients they carry will be dispersed	пища, что несут, рассеиваются
through the soil surrounding them.	по почве вокруг них.
This allows you to concentrate	Так можно собрать
resources in a single area with a fair	ресурсы в одном месте с хорошей
degree of accuracy.	точностью.
I'd like you to practice this technique'	Хочу, чтоб ты сегодня отработал этот приём:'
today by culling enough Slimemosses	прореди достаточно слизьмохов,
that you can spawn a Wookiemon.	чтоб снести Вукимона.
Try and aim only for the Slimemosses in	Целься только в слизьмохов из
the procession of monsters that are	процессии монстров, что сейчас
about to appear.	появятся.
Cull them when they pass near the piece	Режь их, когда проходят возле куска
of soil in which you want to	почвы, где хочешь
concentrate nutrients.	собрать пищу.
Cull too many Spirits, and there will	Проредишь слишком много Духов — в почве
be too much mana in the soil, so you	будет слишком много маны, и
won't be able to make a Wookiemon.'	Вукимона не сделаешь.'
So you'll need to keep your wits about'	Так что держи ухо'
you...	востро...
Everything clear? Good, get started!	Всё ясно? Добро, начинай!
Cull Slimemosses and make a Wookiemon!	Прореди слизьмохов и сделай Вукимона!
Gah, why won't the little beggars'	Гах, почему эти попрошайки не'
listen to me!? It's so...flipping'	слушают меня!? Это так... чёртовски'
frustrating!	бесит!
I'm an Overlord, for goodness' sake!	Я Повелитель, чёрт возьми!
You'd think I was a street cleaner or'	Думаешь, я дворник,'
something...	что ли...
Oh, it's you, Lord. Hello.'	А, это ты, Повелитель. Привет.'
You always seem to appear just when I	Ты вечно являешься как раз когда я
need you. Your timing is...divine. As	нуждаюсь. Тайминг... божественный. Как
it should be...	и положено...
I need to talk to you about something.	Надо с тобой кое о чём поговорить.
The thing is, you see, I just recruited	Дело в том, видишь ли, я только что набрал
two Souper Hurtles to the Underworld	двух Супер-шипастиков в Армию
Army.	Подземелья.
And they're excellent little fighters,'	И они отличные маленькие бойцы,'
despite their youth. But...	несмотря на юность. Но...
They're so blasted full of themselves'	Они такие надутые,'
that they refuse to train or listen to	что отказываются тренироваться и слушать
anything I say.	хоть что-то из моих уст.
They just give me smart-mouthed answers	Только острят в ответ
and do nothing. I'm at the end of my'	и ничего не делают. Я на пределе'
tether!	терпения!
I just asked them to lay some eggs so	Я просто попросил их снести яйца, чтоб
we'd be well prepared for the next hero'	мы были готовы к следующему набегу'
invasion.	героев.
A direct order from me, Overlord	Прямой приказ от меня, Повелителя
Badman, and do you know what they said?	Бэдмена, и знаешь, что они сказали?
"We had a big lunch, and laying eggs is"	"Мы плотно пообедали, а нести яйца —"
hard work, especially on a full	тяжкий труд, особенно на полный
stomach." I ask you!"	желудок." Ну не смешно ли!"
The little devils!	Мелкие черти!
I need you to discipline them before	Надо их проучить, пока
they set a bad example to the other	не подали дурной пример другим
monsters.	монстрам.
You have 90 seconds.	У тебя 90 секунд.
Teach them a little lesson about real	Дай им урок настоящей
life, and get them to lay some blasted	жизни и заставь снести чёртовы
eggs!	яйца!
Get the two Souper Hurtles to lay eggs!	Заставь двух Супер-шипастиков снести яйца!
Ohhh, water is a wonderful thing♪	Оххх, вода — чудесная штука♪
It makes me very happy	От неё мне очень радостно
and it makes me want to sing♪	и петь охота♪
It can make a Water Lily	Она сделает Кувшинку
from a moldy moldering♪	из заплесневелой плесени♪
Oh water, water waterrrr!♪	О вода, вода, вооодааа!♪
What do you think? A pretty nifty	Ну как? Слабый номерок,
little number, eh? All mine, of course.	а? Мой, разумеется.
From my days as a troubadour. Yes, I	С тех пор, как был трубадуром. Да, я
wasn't always a terrifyingly'	не всегда был ужасающе'
magnificent Overlord, you know.	великолепным Повелителем, знаешь ли.
Gosh, stop asking me about it! I'm'	Господи, хватит про это спрашивать! Я'
getting all embarrassed!	весь краснею!
I was good, though...	А пел-то я хорошо...
...Ahem. Anyway, how are you finding	...Кхм. Короче, как тебе
the water? Are you putting it to good	вода? Юзаешь её с
use?	умом?
It brings forth aquatic lifeforms using	Она рождает водную живность из
the nutrients and mana in the soil	пищи и маны в почве
surrounding it, you know.	вокруг, знаешь ли.
Well, I'm sure you knew that already.'	Ну, уверен, ты и так это знал.'
But did you know just how amazing a	Но знал ли ты, до чего это
thing that is?	чудесно?
Think about it...	Подумай...
Normally, if you want to create life,	Обычно, чтоб создать жизнь,
you have to dig soil that has absorbed	надо копать почву, что впитала
nutrients and mana, don't you?'	пищу и ману, да?'
But with wonderful, wonderful water,	А с чудесной, чудесной водой
all you have to do is wait and...	надо только подождать и...
Abracadabra! Life springs forth!	Абракадабра! Жизнь прёт наружу!
And that's not all. The magic of water'	И это ещё не всё. Магия воды'
doesn't stop there. Oh no.'	на этом не кончается. О нет.'
When a monster is slain, its nutrients	Когда гада убивают, его пища
and mana are returned to the surrounding	и мана возвращаются в окружающие
soil and water...	почву и воду...
...and the stupendous cycle of life will	...и дивный круговорот жизни
bring yet more aquatic lifeforms into	выведет ещё водной живности
existence to replace it!	на смену!
Astounding, no? It's almost enough to'	Потрясающе, да? Чуть не хочется'
make you hang up your pickaxe!	повесить кирку на гвоздь!
Well, now I've sung water's praises	Ну, раз я воду восхвалил
suitably, I think it's time for you to'	как надо, пора тебе самому'
experience it for yourself.	это прочувствовать.
I'd like you to guide the flow of water'	Хочу, чтоб ты направил поток воды'
to some nutrient-rich earth and	к жирной пищевой земле и
create 99 marvelous Molds.	создал 99 чудных Плесеней.
Oh, and I almost forgot - if water	О, чуть не забыл: если вода
comes into contact with holy water, all	коснётся святой воды, вся
its magnificence is lost.	её величественность пропадает.
It will no longer be able to bring	Она больше не сможет рождать
forth life, so you must be very careful	жизнь, так что очень осторожно
to avoid it.	её избегай.
The awful, sparkling, entirely	Эта мерзкая, сверкающая, вовсе
unstagnant stuff - that's holy water.'	не застойная дрянь — вот это святая вода.'
Eurgh.	Фу.
If it gets in your way, you'll have to'	Если встанет поперёк, тебе придётся'
redirect it to protect the nice unclean	её свернуть, чтоб спасти славную грязную
stuff.	водичку.
Understood? Then get to work!	Понял? Тогда за работу!
Make 99 Molds!	Сделай 99 Плесеней!
At last!	Наконец-то!
The time has come!!!	Час пробил!!!
Oh, they're beautiful! Just look at'	О, они прекрасны! Только глянь'
them, My Lord. Look at these beautiful	на них, Повелитель. Глянь на эти прекрасные
ruins!	руины!
This is Helldorado, the legendary set of	Это Хельдорадо, легендарные
ruins that appears for only 2 minutes	руины, что являются лишь на 2 минуты
every 5,125 years!	раз в 5 125 лет!
And at the very bottom of them lies a	А на самом их дне лежит
secret treasure known only as the	тайное сокровище, известное лишь как
Colossal Fossil.	Колоссальное ископаемое.
Inside it is sealed a mythical beast of	Внутри запечатан мифический зверь
terrifying power!	ужасающей силы!
If the water at the top of the dungeon	Если воду с верха данжа
can be made to reach the Colossal	довести до Колоссального
Fossil...	ископаемого...
The beast that has slumbered for so	Зверь, что спал столько
many millennia will awaken!	тысячелетий, проснётся!
But the problem, of course, is all the	Но проблема, конечно, во всех
traps laid throughout Helldorado's'	ловушках по извилистым коридорам'
winding corridors.	Хельдорадо.
The water must be made to flow past	Вода должна пройти мимо них,
them, and not a drop can be lost.	и ни капли нельзя потерять.
It is a nigh-on impossible task, I fear.	Задача почти нереальная, боюсь.
It was not completed 5,125 years ago,	Её не решили 5 125 лет назад,
nor 10,250 years ago either, nor before	ни 10 250 лет назад, ни ещё
that, even...	раньше...
Many bold-hearted treasure-seekers have	Много смелых искателей сокровищ
tried to solve the riddle of	пытались разгадать загадку
Helldorado.	Хельдорадо.
But nary a one has succeeded...	Но никто не преуспел...
None has discovered what sleeps in the	Никто не открыл, что спит в
depths of these dark and dangerous	глубинах этих тёмных и опасных
ruins...	руин...
But of course!	Но конечно же!
A God of Destruction like yourself	Бог Разрушения вроде тебя
should be able to solve the mystery	должен разгадать тайну,
without even breaking a sweat!	даже не вспотев!
Come, it will be thousands of years	Давай, тысячи лет пройдут,
before the chance comes round again.	пока шанс выпадет снова.
In 2 minutes' time, the ruins will sink'	Через 2 минуты руины снова уйдут'
beneath the earth again, and their	под землю, и секрет
secret with them.	с ними.
Come on, there's no time to sit around'	Давай, некогда сидеть и'
dithering! You must get a move on!	мешкать! Надо шевелиться!
And don't worry. Even if you fail, you'	И не парься. Даже если провалишь, тебя'
won't be trapped inside by a great big'	не запрёт внутри здоровенный'
boulder or anything!	валун или что-то такое!
Though you will sorely disappoint me,	Хотя ты меня жестоко разочаруешь,
of course, and you wouldn't want that'	разумеется, а этого ты б не хотел,'
now, would you?	правда?
And don't think you can just tap the'	И не думай, что можно просто тыкнуть'
Colossal Fossil open with your pickaxe,	Колоссальное ископаемое киркой,
you big cheat. It won't work.'	большой ты читер. Не сработает.'
Anyway, there's no time! You have to'	Короче, времени нет! Надо'
get started! Come on, Lord, make me	начинать! Давай, Повелитель, сделай мне
proud!	честь!
Make the water reach the fossil!	Доведи воду до ископаемого!
Huh?	А?
Blast! There's not enough of them.'	Чёрт! Их маловато.'
I need at least one more Lizardman.	Нужен ещё хотя бы один Ящер.
Hmm...what to do...what to do...	Хм... что делать... что делать...
This really is annoying...	Это реально бесит...
The only one I can count on in a	Единственный, на кого можно рассчитывать
crisis like this is...	в таком кризисе, это...
That's right! The God of Destruction's	Точно! Служба доставки пищи
nutrient delivery service.	Бога Разрушения.
Day or night, through soil or water,	День и ночь, сквозь почву и воду,
they will deliver!	они доставят!
24 hours a day, 365 days a year,	24 часа в сутки, 365 дней в году
they'll deliver as little as a single'	доставят хоть одну-единственную'
nutrient, or die trying!	единицу пищи — или сдохнут пытаясь!
What do you think?	Ну как?
I suddenly had a flash of inspiration.	Меня вдруг осенило.
I realized that the thing every	Я понял: то, чего хочет каждый
go-getting young dungeon-dweller wants	рвущийся вперёд обитатель данжа
these days must be...	нынче, это...
That's right - a dedicated door-to-door'	Точно — выделенная служба доставки'
nutrient delivery service!	пищи от двери до двери!
The only thing I can't decide is what'	Единственное, что не могу решить — как'
to call it.	это назвать.
"The Freight of Your Life"...?	«Груз твоей жизни»...?
Nah, too silly.	Не, тупо.
"Underworld Nutrient Solutions...?"	«Пищевые решения Подземелья»...?
Nah, too boring...	Не, скучно...
"Nutrients Now"...?	«Пища Сейчас»...?
Ooh, close, but it needs a bit	Оо, близко, но надо чуть
more...oomph...	больше... перца...
Gah, it's no good. I just can't think	Гах, бесполезно. Никак не
of one.	придумаю.
Okay, well let's forget about the name'	Ладно, забудем про имя'
for the moment and concentrate on	пока и сосредоточимся на
streamlining delivery.	ускорении доставки.
That's where you come in. Feeling up to'	Вот тут ты и нужен. Готов'
it? Well you'd better be.'	к этому? Лучше бы да.'
There are two blocks of Level 1 soil in	В каждом из четырёх углов по два
each of the four corners of this	блока почвы 1 уровня вот в этом
I want you to spawn Slimemosses from	Хочу, чтоб ты плодил слизьмохов из
them, then cull them, then spawn some	них, потом резал, потом плодил
more...	ещё...
Until you've managed to move them down'	Пока не спустишь их вниз'
to the Level 2 block at the center of	к блоку 2 уровня в центре
the dungeon.	данжа.
If you can manage to do that, and make	Если справишься и сделаешь
a Level 3 block that spawns a	блок 3 уровня, что родит
Lizardman, you've got the job.'	Ящера, — работа твоя.'
But you need to be quick. We can't keep'	Но надо быстро. Нельзя заставлять'
our customers waiting. I'll give you'	клиентов ждать. Даю тебе'
2 minutes.	2 минуты.
Okay, get going!	Ладно, пошёл!
And remember - we always deliver!	И помни — мы всегда доставляем!
Move the nutrients and make a Lizardman!	Перемести пищу и сделай Ящера!
Oh no! That Skeleman's just stood up,'	О нет! Этот Скелемен только что встал,'
and he's looking over here with his'	и смотрит сюда своими'
horrible, experience-hungry eyes!	жуткими, жадными до опыта глазами!
Have you come across Skelemen before,	Ты уже встречал Скелеменов,
My Lord? They're a funny bunch.'	Повелитель? Забавная публика.'
They gain levels by defeating heroes	Они качают уровни, побеждая героев
and earning experience, then mutate	и набирая опыт, потом мутируют
into different monsters.	в других монстров.
From Skeleman to Corpse King, from	Из Скелемена в Короля трупов, из
Corpse King to Kicking King...	Короля трупов в Пинок-короля...
And finally, from Kicking King to the	И наконец из Пинок-короля в
glowing golden King of Bling.	сияющего золотого Короля понтов.
Skelemen aren't much better in battle'	Скелемены в бою ненамного круче'
than basic beasts.	базовых тварей.
But once they become Kings of Bling,	Но став Королями понтов,
they're tougher than any Lizardman out'	они жёстче любого Ящера на'
there.	свете.
And Corpse Kings and above regain	А Короли трупов и выше
vitality just by coming into contact	восстанавливают силы просто от
with water.	контакта с водой.
