# SPT EN -> RU; applied as Latin translit at build
Time's up!'	Время вышло!'
What the-!? Water?	Что за-?! Вода?
You can choose the first monster you	Можешь выбрать первого гада,
You certainly shut that hero up,	Ну ты его прихлопнул,
Yuck!	Фу!
all you've done. Think really hard now.'	что натворил. Думай крепко.'
are you?	да?
aren't you?'	правда?'
but I'll be strong. Farewell!'	но я справлюсь. Прощай!'
doesn't grow fast, the %s'	не растёт, то %s'
domination!	господство!
dungeon!	данж!
info about that hero who waltzed in here	про героя, что сюда вломился
instead.	вместо этого.
it? Now, shall we take a look at your	да? Ну, глянем твои
nutrients.	пищу.
ones that mutate, though!	тех, кто мутирует!
out at the last moment.	в самый последний миг.
population and the %s	и популяция %s
population isn't quite right.'	что-то не то с популяцией.'
results?	итоги?
right?	да?
shall we?	ладно?
stand with you.	стоять с тобой.
the %spopulation	популяция %s
tutor/tutor04_06.gim	tutor/tutor04_06.gim
tutor/tutor04_07.gim	tutor/tutor04_07.gim
tutor/tutor04_08.gim	tutor/tutor04_08.gim
tutor/tutor15_06.gim	tutor/tutor15_06.gim
under very specific circumstances.	только в особых случаях.
visit to the Underworld.	визит в Подземелье.
want to be spawned. Oh, but only	которого призвать. Но только
will you? I never know where I	а? Я вечно не знаю, куда
with their own special mission.	со своей особой миссией.
you can <col:255,0,153,255>seal their skills and abilities</col>.	можешь <col:255,0,153,255>запечатать их навыки и силы</col>.
you toy with heroes before wiping them	ты героев дразнишь, а потом мочишь
 - usually land-dwelling ones - than	 — обычно сухопутных — чем
%spopulation	популяция %s
(Yes! I did it! I said it without	(Да! Вышло! Сказал без
(gibber gibber) ME BEST BADMAN...	(гыгы гыгы) МЯ ЛУЧШИЙ БЭДМЕН...
(gibber)	(гыгы)
(scribble scribble) ~Dad got the big	(чирк-чирк) ~Папа схватил большой
(scribble scribble) ~Dad seems to be	(чирк-чирк) ~Папа, кажется,
(scribble scribble) ~Dad summoned two	(чирк-чирк) ~Папа призвал двух
(scribble scribble) ~Dad thinks that by	(чирк-чирк) ~Папа думает, что если
(scribble scribble) ~He let me supervise	(чирк-чирк) ~Он дал мне надзирать
(scribble scribble) ~My dad works with	(чирк-чирк) ~Папаша возится с
(scribble scribble) ~So dad was just	(чирк-чирк) ~Короче, папа просто
(scribble scribble) ~The Pickaxes were	(чирк-чирк) ~Кирки были
(scribble scribble) ~To be honest, the	(чирк-чирк) ~Честно говоря,
(scribble scribble) ~Use words you don't'	(чирк-чирк) ~Слова, которых не'
(sniffle)	(шмыг)
(sob)	(хнык)
-OOOOOOOOOOOOOOOOOOOONG Dragon!	-ИИИИИИИИИИИИННЫЙ дракон!
......Nightmaaaares...	......Кооошмааары...
......Ohhh!	......Оооо!
......Really?	......Правда?
...<col:255,0,153,255>~Remember to level up your monsters.~</col>	...<col:255,0,153,255>~Не забывай качать своих гадов.~</col>
...<col:255,0,153,255>~The Mage's physical defense is weak~</col>'	...<col:255,0,153,255>~У мага слабенькая физзащита~</col>'
...<col:255,0,153,255>~beware the Knight's healing magic~</col>'	...<col:255,0,153,255>~берегись лечения рыцаря~</col>'
...And I'll make it even harder!'	...И я ещё подкручу сложность!'
...And you smell!	...И ты воняешь!
...Badmella.	...Бэдмелла.
...Because there are some on the way in	...Потому что уже прут в
...Curses! My Lord, a hero I have never	...Тьфу! Повелитель, герой, какого я
...GODS...OF...DESTRUCTION..	...БОГИ...РАЗРУШЕНИЯ..
...Give yourself a pat on the back!	...Похлопай себя по плечу!
...Heroes!? And I was having such a	...Герои!? А я так славно
...Heroes...?	...Герои...?
...Hm? Oh, nothing. Just curious.	...Хм? Да ничего. Просто любопытно.
...How can this be, My Lord? Was my	...Как так, Повелитель? Неужели мой
...Huh!? Wazzat!? Hmph. Sorry. I was	...А?! Чего!? Хмф. Сорри. Я
...I will surely gain all the power I	...Я точно хапну всю силу, что
...It worked!	...Сработало!
...MUST...TRAIN...HARDER...	...НАДО...ПАХАТЬ...ЖЁСТЧЕ...
...Maybe you could find out what the	...Может, узнаешь, что там за
...My Lord, God of Destruction!	...Повелитель, Бог Разрушения!
...My Lord, it pains me to report that	...Повелитель, с болью докладываю:
...My phone's all wet and it's	...Телефон весь мокрый, и он
...No time for style tips now, dad!	...Не до моды сейчас, пап!
...Oh dear. You're not running out of'	...Ой-ой. Ты часом не кончаешь'
...Oh no! There are two great big fat	...О нет! Два здоровенных жирных
...Oh!	...О!
...Or so he says...~	...Ну, он так говорит...~
...Really?	...Правда?
...Slimeblossom blobs, Aquachnid goo,	...Капли слизьцвета, жижа паука,
...So be careful!	...Так что аккуратней!
...Sorry, I didn't mean to get'	...Сорри, не хотел так'
...Ugh...?	...Угх...?
...Um, anyway, have you ever picked	...Э-э, ладно, ты хоть раз ковырял
...WHY NO CONQUER WORLD...	...ПОЧЕМУ НЕ ЗАХВАТ МИРА...
...Wait!	...Стой!
...Well, maybe he's just rubbish.'	...Ну, может, он просто отстой.'
...What does that even mean!? Anyway,	...Это вообще о чём!? Короче,
...With your pick! No? Ah, never mind.	...Киркой! Нет? А, забей.
...YEAH!!!	...ДААА!!!
...and devote myself to ruining your	...и посвящу себя порче твоей
...and their weapons are still fresh	...и стволы у них ещё с иголочки
...helping a hero to recover HP!	...лечит герою ХП!
...it was lacking in nutrients and a bit	...пищи маловато, да и вообще
...it's just possible that one of these'	...вдруг один из этих'
...just like that Not-So-Blue Whale.	...прям как тот Не-такой-синий кит.
...or plump for Mimics that need to be	...или бери мимиков, которых надо
...or something.	...или типа того.
...or you can start by digging up blocks	...или начни с раскопки блоков
...or...or...	...или...или...
...then you can leave the Anthill	...тогда кучу можно бросить
10, but the God Aptitude Test involves	10, но экзамен на бога — это уже
16 nutrients and 16 mana.	16 пищи и 16 маны.
2,000,000 dullors! We're rich!'	2 000 000 далларов! Мы богачи!'
3, so knock yourself out!	3, так что рвись от души!
5,125 years and you'll be able to have'	5 125 лет — и сможешь завести'
50 nutrients, or stuffing Lizardmen with	50 пищи, или набить ящеров
8 or more mana. Simple, right?	8 и больше маны. Просто, да?
<col:255,0,0,255>Add Monster</col> from the Edit Menu.	<col:255,0,0,255>Добавить гада</col> в меню правки.
<col:255,0,0,255>Dungeon Info</col> from the Edit Menu.	<col:255,0,0,255>Инфо данжа</col> в меню правки.
<col:255,0,0,255>Like Father, Like Daughter</col>	<col:255,0,0,255>Яблочко от яблони</col>
<col:255,0,0,255>Unsaved data will be lost</col>, you know.	<col:255,0,0,255>Несохранённое пропадёт</col>, ясно?
<col:255,0,0,255>starve to death</col>!	<col:255,0,0,255>сдохнут с голоду</col>!
<col:255,0,153,255>Liliths</col>, but real Liliths can see	<col:255,0,153,255>Лилит</col>, а живые лилиты видят
<col:255,0,153,255>Only our minions</col> can kill them.	<col:255,0,153,255>Только наши гады</col> их мочат.
<col:255,0,153,255>Priest with the healing magic.</col>	<col:255,0,153,255>Жрец с лечилкой.</col>
<col:255,0,153,255>Priests' and Shaman's skills</col> aren't so'	<col:255,0,153,255>Навыки жреца и шамана</col> не так'
<col:255,0,153,255>Remember, you can change picks from the	<col:255,0,153,255>Кирки меняются из
<col:255,0,153,255>They're only here to level-grind</col>, so'	<col:255,0,153,255>Они тут чисто качаться</col>, так что'
<col:255,0,153,255>Treasure Traps</col> the hero lays with your pickaxe.	<col:255,0,153,255>Ловушки-сундуки</col> героя бей киркой.
<col:255,0,153,255>When monsters mutate, they	<col:255,0,153,255>Когда гады мутируют, они
<col:255,0,153,255>alchemists' attacks</col>.'	<col:255,0,153,255>атаки алхимиков</col>.'
<col:255,0,153,255>dungeon door</col> a tap with your pick, you can	<col:255,0,153,255>дверь данжа</col> тычком кирки можно
<col:255,0,153,255>even after they've got Badmella or me</col>.'	<col:255,0,153,255>даже если схватили Бэдмеллу или меня</col>.'
<col:255,0,153,255>first of all</col>?	<col:255,0,153,255>прежде всего</col>?
<col:255,0,153,255>holding down the R button</col>, but this will	<col:255,0,153,255>зажав кнопку R</col>, но это
<col:255,0,153,255>invading heroes</col> prioritize searching	<col:255,0,153,255>вторгшиеся герои</col> сначала ищут
<col:255,0,153,255>invite the heroes in</col>?	<col:255,0,153,255>звать героев внутрь</col>?
<col:255,0,153,255>long or straight</col>. Try to get a <col:255,0,153,255>zig-zag</col>	<col:255,0,153,255>длинным и прямым</col>. Делай <col:255,0,153,255>зигзаг</col>
<col:255,0,153,255>motivation is low</col>. Their motivation dips	<col:255,0,153,255>мотивация на нуле</col>. Она падает
<col:255,0,153,255>pickaxe skills</col> at your disposal,	<col:255,0,153,255>навыки кирки</col> под рукой,
<col:255,0,153,255>power of heroes' attacks</col>.'	<col:255,0,153,255>силу ударов героев</col>.'
<col:255,0,153,255>press the △ button</col> to get a wider view	<col:255,0,153,255>жми △</col>, чтоб увидеть шире
<col:255,0,153,255>previously-dug tunnels</col>	<col:255,0,153,255>уже вырытые туннели</col>
<col:255,0,153,255>slay heroes who use healing magic</col> first	<col:255,0,153,255>мочи лекарей-героев</col> первыми
<col:255,0,153,255>spawning plenty of monsters</col>.	<col:255,0,153,255>наплодить кучу гадов</col>.
<col:255,0,153,255>special pickaxe skills</col>	<col:255,0,153,255>особые навыки кирки</col>
<col:255,0,153,255>subsequent stages will be easier</col>.	<col:255,0,153,255>дальше этапы пойдут легче</col>.
<col:255,0,153,255>taking out heroes with healing spells</col>	<col:255,0,153,255>снести героев с лечилкой</col>
<col:255,0,153,255>the heroes and me</col>, which should make	<col:255,0,153,255>героев и меня</col>, так будет
<col:255,0,153,255>upgrade your Omnoms</col> at least.	<col:255,0,153,255>прокачай омномов</col> хотя бы.
<col:255,0,153,255>zig-zag pattern</col> in order to reduce the	<col:255,0,153,255>зигзагом</col>, чтоб срезать
<col:255,0,153,255>△ button</col> to zoom out and get a better	<col:255,0,153,255>△</col>, чтоб отдалить и лучше
<col:255,255,0,255>Urrrgh!</col>	<col:255,255,0,255>Уррргх!</col>
<size:1.22><col:255,255,255,255>C O N G R A T U L A T I O N S ! !</size></col>	<size:1.22><col:255,255,255,255>П О З Д Р А В Л Я Ю ! !</size></col>
<size:1.3>Ha ha ha......</size>	<size:1.3>Ха ха ха......</size>
<size:1.5><col:255,0,0,225>Gets it Done!</size></col>	<size:1.5><col:255,0,0,225>Всегда доставляем!</size></col>
<size:1.5><col:255,0,0,255>ITS PEOPLE WILL HAVE</size></col>	<size:1.5><col:255,0,0,255>ЕГО НАРОД УЗНАЕТ</size></col>
<size:1.5><col:255,0,0,255>KNOW NO PEACE!!!</size></col>	<size:1.5><col:255,0,0,255>НЕ ЗНАЕТ ПОКОЯ!!!</size></col>
<size:1.5><col:255,0,0,255>MAY THE WORLD</size></col>	<size:1.5><col:255,0,0,255>ПУСТЬ МИР</size></col>
<size:1.5><col:255,0,0,255>TERRIBLE NIGHTMARES!</size></col>	<size:1.5><col:255,0,0,255>СТРАШНЫЙ КОШМАР!</size></col>
<size:1.5><col:255,0,0,255>The God of Destruction!!!</size></col>	<size:1.5><col:255,0,0,255>Бог Разрушения!!!</size></col>
<size:1.5><col:255,0,0,255>The God who<size></col>	<size:1.5><col:255,0,0,255>Бог, что<size></col>
<size:1.5><col:255,50,0,255>The game's never going</size></col>'	<size:1.5><col:255,50,0,255>Игра так и не</size></col>'
<size:1.5><col:255,50,0,255>to get started!!!</size></col>	<size:1.5><col:255,50,0,255>начнётся!!!</size></col>
<size:1.5><col:255,64,0,255>Most hearty congratulations, </size></col>	<size:1.5><col:255,64,0,255>Сердечнейше поздравляю, </size></col>
<size:1.5><col:255,64,0,255>My Lord!</size></col>	<size:1.5><col:255,64,0,255>Повелитель!</size></col>
<size:1.5>messes up my hair!</size>	<size:1.5>портит мне причёску!</size>
<size:1.7><col:255,0,0,255>I am Overlord Badman!</size></col>	<size:1.7><col:255,0,0,255>Я Повелитель Бэдмен!</size></col>
<size:1.8><col:255,255,255,0>Silence, you wretched girl!</size></col>	<size:1.8><col:255,255,255,0>Молчать, дрянь!</size></col>
<size:2.0><col:255,0,0,255>DA- Hm?</size></col>	<size:2.0><col:255,0,0,255>ДА- Хм?</size></col>
<size:2.0><col:255,0,0,255>Grrrruuurrrrrghhh!!!</size></col>	<size:2.0><col:255,0,0,255>Грррууурррргххх!!!</size></col>
<size:2.0><col:255,0,0,255>KNOW NO PEACE!</size></col>	<size:2.0><col:255,0,0,255>НЕ ЗНАЕТ ПОКОЯ!</size></col>
<size:2.0><col:255,0,0,255>MAY THE WORLD!</size></col>	<size:2.0><col:255,0,0,255>ПУСТЬ МИР!</size></col>
<size:2.0><col:255,0,255,255>Ah-ha!</size></col>	<size:2.0><col:255,0,255,255>А-ха!</size></col>
<size:2.0><col:255,255,255,0>...CUT IT OUT!</size></col>	<size:2.0><col:255,255,255,0>...ХВАТИТ!</size></col>
<size:2.0><col:255,255,255,0>...Curses!</size></col>	<size:2.0><col:255,255,255,0>...Тьфу!</size></col>
<size:2.0><col:255,255,255,0>EEEEEEK!!!</size></col>	<size:2.0><col:255,255,255,0>ИИИИИК!!!</size></col>
<size:2.0><col:255,255,255,255>DAD!</size></col>	<size:2.0><col:255,255,255,255>ПАПА!</size></col>
<size:2.0>Aaaaahhhh!!!</size>	<size:2.0>Аааааааа!!!</size>
<size:2.0>GOODBYE!!!</size>	<size:2.0>ПРОЩАЙ!!!</size>
<size:2.0>Of course!</size>	<size:2.0>Ещё бы!</size>
A Badman's work is never done...'	У Бэдмена работа не кончается...'
A God of Destruction who's passed all'	Бог Разрушения, сдавший все'
A Rank, My Lord!	Ранг A, Повелитель!
A big clever god like yourself has	Такой умный бог, как ты,
A bizarrely-colored bug flew in, and	Влетела какая-то пёстрая букашка, и
A dungeon a day blows the cobwebs away!	Данж в день — и в башке светло!
A dungeon a day helps your pick-wielding	Данж в день качает кирку
A dungeon a day keeps the boredom	Данж в день — и скука
A dungeon a day keeps the grey matter	Данж в день — и извилины
A dungeon a day keeps the heroes at	Данж в день — и герои
A dungeon is made up of a myriad of	Данж состоит из кучи-кучи
A magnificent performance!	Блестящее выступление!
A nice dollop of <col:255,0,153,255>Aquachnid goo</col>	Добрый ком <col:255,0,153,255>жижи водяного паука</col>
A perfect performance!	Идеальное выступление!
A real live Hydra!	Живая гидра, честно!
A two-minute old Omnom could have come	Двухминутный омном справился б
A younger man might be okay, but I bet	Молодой ещё куда ни шло, но бьюсь
ABCs, if you will.	Азбука, так сказать.
ARRRGHH! I'm at the end of my admittedly'	АРРРГХ! Я на пределе своего и так'
Aaaaaah! His life-force is fading!	Ааааа! Жизненная сила тает!
Aaaaah!!! I'm going to die!'	Ааааа!!! Я сейчас сдохну!'
Accursed curs! Scourge of the	Проклятые псы! Бич
Ach! They got away with. Ooh, that	Ах! Удрали с. Ой, это
Ach! This will set the recovery back by	Ах! Это откатит лечение на
Ach, if only you'd tried a little'	Ах, кабы ты чуть-чуть'
Ach, listen to me! There's no need to'	Ах, слушай сюда! Не надо'
Ach, no! That's a hero disappearing'	Ах, нет! Это герой смывается'
Ach, they escaped! That's a little'	Ах, удрали! Это уже слегка'
Ach, they got away! I hope the three of	Ах, удрали! Надеюсь, троица
Ach, who cares? You're the best! I'm so	Ах, да кому какое дело? Ты лучший! Я так
Ach...anyway... You...have...done...	Ах...ладно... Ты...это...сделал...
Actually, no. I went up after the whole	Вообще-то нет. Я вылез после всей
After all, picking on the weak is what	Всё-таки пинать слабых — это наше
After defeating each hero, his rank will	После каждого героя его ранг
Agh! I can't believe I was praising you'	Агх! И я тебя хвалил,'
Ah well. He's mine now.'	Ну и ладно. Теперь он мой.'
Ah, I see. Well, as you please, My Lord.	А, понял. Как скажешь, Повелитель.
Ah, I'm so proud of you, My Lord!'	Ах, я так тобой горжусь, Повелитель!'
Ah, My Lords! You've decided to join us.'	Ах, Повелители! Решили к нам!'
Ah, My Lords, if heroes are giving you	Ах, Повелители, если герои вас
Ah, he's gibbering again! Yes, dad,'	Опять бормочет! Да, пап,'
Ah, is there any sweeter music than the	Есть ли музыка слаще, чем
Ah, it sure is fun to be an evil	Ах, как весело быть злым
Ah, runes are wonderful things, alright.	Ах, руны — это ж чудо, да.
Ah, the good old days...	Ах, старые добрые деньки...
Ah, the sweet smell of roasting hero!	Ах, сладкий запах жареного героя!
Ah, this suitor at least seems to have	Ах, этот жених хоть чем-то
Ah, those were the days! We had the	Ах, вот это были деньки! У нас
Ah, we're quite the tag team, aren't we,	Ах, мы ж жёсткий дуэт, да,
Ah, well. Such is the price of getting	Ну что ж. Такова цена, когда
Ah, who cares anyway...?	А, да кому вообще...?
Ah, yes. When a Dragon nears the end of	А, да. Когда дракон на исходе
Ah, you've returned, My Lord.'	А, ты вернулся, Повелитель.'
Ah. You've got that look of someone who'	А. У тебя вид того, кто'
Ahem, anyway, My Lord.	Кхм, короче, Повелитель.
Ahh! I thought I was going to die!	Аах! Я думал, всё, крышка!
Ahh, it's just the way of the world, I'	Ах, таков уж мир, я'
Ahh, look at him! He's got the light of'	Ах, глянь на него! В глазах'
Ahh, such a shame, such a shame! But	Ах, жалко, как жалко! Но
Ahh, that felt pretty good, My Lord.	Ах, вот это кайф, Повелитель.
Ahh, the old sudden change of mind	Ах, классика: передумал на ходу
Ahh, what a wonderful display of world	Ах, какой шикарный показ мирового
Ahh, you know what I mean. Just hurry	Ах, ты понял. Давай уже
Ahh, you truly are a fine God of	Ах, ты и впрямь славный Бог
Ahh, you're such a great help, Lord,'	Ах, ты ж такая помощь, лорд,'
Aiee! Emergency stations! Highly	Айии! Боевая тревога! Крайне
All digging and no mutation makes for a	Копать без мутаций — это как
All down the drain!	Всё псу под хвост!
All monsters eat and are eaten in their	Все гады едят и их едят в свой
All my hopes! All my dreams!	Все мои надежды! Все мечты!
All of the monsters are as strong as	Все гады крепки, как
All of your monsters are more than	Все твои гады более чем
All that non-stop spontaneous spawning.	Всё это вечное стихийное пложение.
All the Water Lilies necessary for the	Все кувшинки, нужные для
All the heroes who attacked us are now	Все герои, что на нас перли, теперь
All the results from each day will	Все итоги каждого дня
All you can do is dig in for the long	Остаётся только засесть надолго
All you had to do was take out that one	Надо было просто снести того
All you had to do, My Lord, was come up	Надо было, Повелитель, просто
All you have to do is wait for a mere	Остаётся только подождать каких-то
Allow me to present you with an Overlord	Позволь вручить тебе оверлордский
Almanac.	Альманах.
Also, be aware that Omnoms won't build'	И учти: омномы не построят'
Also, for some reason, if their level	И почему-то, если их уровень
Also, there's no point lining up too'	И нет смысла выстраивать слишком'
Although he has been a lot less	Хотя он стал куда менее
Always consider the heroes' route home,'	Всегда думай, как герои попрут домой,'
Am I...dead?	Я... помер?
An evil archfiendess needs to know	Злой архидемонице надо знать
An impudent whelp wandered over to my	Наглый щенок приплёлся к моей
And <col:255,0,153,255>if you cull your counterpart's'	И <col:255,0,153,255>если проредишь гадов напарника'
And Anthills will also serve to block	И муравьиные кучи ещё перекроют
And I bet this world, even though you	И спорю, этот мир, хоть ты
And I get the feeling there's a fair'	И чую, тут ещё порядочно'
And I know what I said earlier, but in	И я помню, что болтал, но в
And I think the heroes were suitably	И герои, по-моему, подобающе
And I'm not just flattering you,'	И я не просто лижу,'
And I'm second in line to the'	И я вторая в очереди на'
And I'm sure I read that moaning is'	И точно читал, что нытьё — это'
And all those who were born	И все, кто родился
And all three are coming at once, so	И все трое прутся сразу, так что
And all you Gods of Destruction will go	И все вы, Боги Разрушения, пойдёте
And does he think dressing all in black	И он серьёзно думает, что весь в чёрном
And don't forget lovely mutation!'	И не забудь про милую мутацию!'
And don't forget, dragons can only move'	И не забудь: драконы ползают только'
And from my own dear daughter!	И от собственной доченьки!
And he calls himself a hero!?	И он ещё героем себя кличет!?
And he's my dad.'	И это мой папа.'
And here's an even funner fact for you!'	И вот тебе факт ещё веселей!'
And if one of us is captured, you can	И если одного из нас схватят, можно
And if that happens, it's curtains for'	И если так, нам кранты'
And if you can <col:255,0,153,255>lead them into water</col>,	И если <col:255,0,153,255>заманишь их в воду</col>,
And if you don't come back, I'll put a	И если не вернёшься, я влеплю
And if you neglect any of them, I'll be'	И если забьёшь хоть на кого, я'
And if you're wondering how many Orbs'	И если гадаешь, сколько сфер'
And it might be fun for you, or it	И тебе может быть весело, а может
And it seems their target is not	И цель у них, похоже, не
And just in time for the grand opening!	И как раз к грандиозному открытию!
And just like that, they up and leave!	И вот так, раз — и смылись!
And just look at that. Number 67 on the	И глянь-ка. Номер 67 в
And just when I was starting to get	И как раз когда я начал
And look at the dungeon! It looks like	И глянь на данж! Он будто
And look at the state of me?	И глянь, в каком я виде?
And my bottom hurts after being dragged	И задница болит после того, как меня тащили
And my dad did look pretty cool too!	И папаша тоже выглядел круто!
And my hair extensions have all been	И накладные волосы все
And never, ever, under any circumstances	И никогда, слышишь, ни за что
And now we've got four of them! Bless!'	А теперь их уже четыре! Благослови!'
And now you'll be off to some other'	А теперь рванёшь в какой-нибудь другой'
And quickly - I'm getting bored.'	И поживее — мне уже скучно.'
And right on cue, the justice-loving	И как по заказу, любвеобильные
And that's because you made such heavy'	И всё потому, что ты так жирно'
And that's not all - it gets worse -'	И это ещё не всё — хуже будет -'
And that's not all! Remember that once'	И это не всё! Помни: как только'
And that's the end of Step 8.'	И на этом шаг 8 закрыт.'
And there was me thinking an almighty	А я думал, всемогущий
And there's another Extra Hero on the'	И ещё один экстра-герой на'
And those aren't just any old Ladies!'	И это не какие-то обычные леди!'
And we're grateful to you for taking'	И мы благодарны, что ты взял'
And what did you make of the Mara?	И что скажешь про Мару?
And what do you expect to happen then?	И чего ты тогда ждёшь?
And what is the real identity of that	И кто на самом деле этот
And what's more, I've got a couple of	И мало того, у меня ещё пара
And what's more, once these renegade'	И мало того, как эти ренегаты'
And while I admire your commitment to	И хоть я ценю твою преданность
And while time is frozen, you can move	И пока время застыло, можно двигать
And why stop here!? Why not try stuffing	И чего останавливаться!? Почему б не набить
And with that, the noble Overlord	И с тем благородный Повелитель
And you Gods of Destruction will serve	А вы, Боги Разрушения, будете
And you can add as many monsters as you	И гадов можно докидывать сколько
And you can always throw a few pickaxe	И всегда можно вмазать пару кирочных
And you can summon any of the heroes	И можно призвать любого из героев
And you can't move me, and your Dig'	И меня не сдвинуть, и Сила копки'
And you have proved yourself no longer	И ты доказал, что больше не
And you just come back expecting more!	И прёшься обратно, ещё хочешь!
And you smell.	И ты воняешь.
And you will be unable to move me or to	И меня не сдвинуть, и не
And your dungeon will be in disarray,	И данж твой будет в развале,
And your own world is so amazing that	И твой мир такой офигенный, что
And...	И...
Annoying, but...bearable.	Бесит, но...терпимо.
Another idea might be using a Lorelei	Ещё идея — подпустить лорелею
Any <col:255,0,153,255>two pickaxe skills performed at the	Любые <col:255,0,153,255>два навыка кирки разом
Any suitor who has to hang out with guys	Любой жених, которому тусоваться с типами
Anything to bolster our forces!	Всё, что усилит нашу орду!
Anyway!	Короче!
Anyway, My Lord, be on your way...	Короче, Повелитель, вали уже...
Anyway, My Lord, there's only one hero'	Короче, Повелитель, герой один'
Anyway, heroes will always prioritize	Короче, герои всегда сначала
Anyway, if it's only a scouting party,'	Короче, если это только разведка,'
Anyway, if that sounds like your cup of	Короче, если это в твоём вкусе
Anyway, let's leave that aside for now.'	Короче, отложим это на потом.'
Anyway, onto the next group of heroes.	Короче, к следующей пачке героев.
Anyway, soon the fruits of our	Короче, скоро плоды наших
Anyway, that's all from me. I'm heading	Короче, с меня хватит. Я валю
Anyway, this so-so story is coming to	Короче, эта так себе история катит к
Anyway. On an entirely different note,	Короче. Совсем о другом,
Anyway. What was I saying? Ah yes!	Короче. О чём я? А, да!
Apparently, other remarkable beasts that	Говорят, другие чудные звери, что
Apparently, some trio with silly names	Говорят, какая-то троица с дурацкими кличками
Apparently, the death of even one such	Говорят, смерть даже одного такого
Apparently, there are so called ~Extra	Говорят, есть так называемые ~Экстра
Aptitude Test begin!	Экзамен на бога — начать!
Aptitude Test today?	Экзамен на бога сегодня?
Aquachnids lies a threat to their very	водяных пауков — угроза самому их
Aquatic monsters have a narrow sphere of	Водные гады бьют в узком круге
Aquatic monsters like these can't live'	Такие водные гады не живут'
Are you alright with that?	Тебя это устраивает?
Are you alright, Lord? I sense some	Ты в порядке, лорд? Чую какое-то
Are you experimenting with new ways to	Новые способы испытываешь,
Are you happy with this, My Lord?	Тебе так норм, Повелитель?
Are you ready for the next test,	Готов к следующему тесту,
Are you ready to take up that moldy	Готов взять ту заплесневелую
Are you ready?	Готов?
Are you starting to get a feel for it,	Уже чувствуешь, как оно,
Are you sure you didn't over think this'	Точно не перемудрил с этим'
Are you sure, My Lord? Well, even if we	Точно, Повелитель? Ну, даже если
Are you sure?	Точно?
Are you using your pickaxe skills to	Кирочные навыки пускаешь, чтоб
Area 1 and launch a frontal assault on	Зону 1 и вломиться в лоб на
Argh! All my hopes and dreams disappear	Аргх! Все мечты и надежды — псу
Argh! That's no good, My Lord!'	Аргх! Так дело не пойдёт, Повелитель!'
Argh! The way things are going,	Аргх! Если так пойдёт,
Argh!!! Get away from me!!!	Аргх!!! Отвалите от меня!!!
Argh, those dastardly heroes are back	Аргх, эти подлые герои снова
As I said, Slimemosses slurp nutrients	Как я говорил, слизьмохи хлебают пищу
As I said, this next stage is a Hero	Как я говорил, этот этап — Геройский
As far as I can tell, I mean...	Насколько я вижу, то есть...
As far as possible, you should dig long	По возможности рой длинные
As it doesn't cost the hunter any MP'	Охотнику это МП не жрёт'
As long as there's water around, it'	Пока вокруг вода, это'
As long as they don't find me, we'll be	Пока меня не нашли, мы
As long as they don't find me, you'll	Пока меня не нашли, ты
As long as they have food to devour,	Пока есть чего жрать,
As long as we're here, and the God'	Пока мы тут, и Бог'
